type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,981,988,0.131205,0.083810
almost,1000,1001,1001,981,988,0.124266,0.078474
inv,1000,1001,1001,814,824,0.159623,0.098735
str,1000,1001,1001,986,990,0.138391,0.079249
weak,1000,1001,1001,981,988,0.131783,0.082096
