type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,929,969,0.015644,0.009213
almost,1000,1001,1001,929,969,0.014615,0.009334
inv,1000,1001,1001,707,723,0.018099,0.013390
str,1000,1001,1001,942,959,0.015162,0.009283
weak,1000,1001,1001,929,969,0.014412,0.008723
