type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,978,988,0.115908,0.073460
almost,1000,1001,1001,978,988,0.109315,0.069686
inv,1000,1001,1001,813,822,0.139062,0.086360
str,1000,1001,1001,986,990,0.110508,0.073586
weak,1000,1001,1001,978,988,0.109421,0.072192
