type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,993,996,0.637529,0.401439
almost,1000,1001,1001,993,996,0.625776,0.386998
inv,1000,1001,1001,849,854,0.754474,0.477913
str,1000,1001,1001,993,996,0.654493,0.390247
weak,1000,1001,1001,993,996,0.616399,0.414718
