type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,975,985,0.099878,0.065694
almost,1000,1001,1001,975,985,0.094548,0.059232
inv,1000,1001,1001,808,816,0.116436,0.077626
str,1000,1001,1001,984,990,0.093800,0.059178
weak,1000,1001,1001,975,985,0.100477,0.058999
