type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,997,997,1.138129,0.785627
almost,1000,1001,1001,997,997,1.076540,0.691653
inv,1000,1001,1001,864,866,1.335981,0.846692
str,1000,1001,1001,997,1000,1.087772,0.687077
weak,1000,1001,1001,997,997,1.080331,0.672247
