type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,713,836,0.002828,0.002267
almost,1000,1001,1001,713,836,0.002693,0.001890
inv,1000,1001,1001,418,454,0.003792,0.002343
str,1000,1001,1001,734,833,0.003158,0.001677
weak,1000,1001,1001,713,836,0.002478,0.001564
