type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,986,991,0.281980,0.187505
almost,1000,1001,1001,986,991,0.280883,0.174670
inv,1000,1001,1001,826,831,0.380393,0.213894
str,1000,1001,1001,990,995,0.318017,0.195023
weak,1000,1001,1001,986,991,0.261121,0.177559
