type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,924,969,0.013241,0.008264
almost,1000,1001,1001,924,969,0.012501,0.007524
inv,1000,1001,1001,699,703,0.014410,0.009238
str,1000,1001,1001,924,936,0.011388,0.007735
weak,1000,1001,1001,924,969,0.012050,0.007489
