type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,993,996,0.520976,0.321757
almost,1000,1001,1001,993,996,0.533602,0.320629
inv,1000,1001,1001,845,850,0.624887,0.394819
str,1000,1001,1001,992,996,0.534056,0.332535
weak,1000,1001,1001,993,996,0.508266,0.316580
