type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,985,991,0.204883,0.122083
almost,1000,1001,1001,985,991,0.222033,0.123840
inv,1000,1001,1001,823,829,0.285286,0.155962
str,1000,1001,1001,989,995,0.204230,0.127766
weak,1000,1001,1001,985,991,0.196289,0.122224
