type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,996,997,0.889634,0.561777
almost,1000,1001,1001,996,997,0.989147,0.534771
inv,1000,1001,1001,860,862,1.059230,0.652862
str,1000,1001,1001,996,996,0.850504,0.530751
weak,1000,1001,1001,996,997,0.839779,0.526485
