type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,997,997,1.115893,0.734829
almost,1000,1001,1001,997,997,1.063010,0.670154
inv,1000,1001,1001,864,866,1.268744,0.816089
str,1000,1001,1001,997,1000,1.081151,0.663560
weak,1000,1001,1001,997,997,1.055158,0.658373
