type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,912,969,0.011184,0.004810
almost,1000,1001,1001,912,969,0.008799,0.005977
inv,1000,1001,1001,603,657,0.009049,0.006407
str,1000,1001,1001,876,922,0.007396,0.004970
weak,1000,1001,1001,912,969,0.007656,0.004758
