type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,993,996,0.582594,0.367837
almost,1000,1001,1001,993,996,0.572281,0.345328
inv,1000,1001,1001,847,852,0.687280,0.434069
str,1000,1001,1001,992,996,0.583912,0.351112
weak,1000,1001,1001,993,996,0.584410,0.350028
