type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,997,997,1.271750,0.831608
almost,1000,1001,1001,997,997,1.221058,0.752463
inv,1000,1001,1001,865,867,1.433497,0.925684
str,1000,1001,1001,997,1000,1.181223,0.746515
weak,1000,1001,1001,997,997,1.195163,0.741438
