type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,988,992,0.374300,0.244425
almost,1000,1001,1001,988,992,0.391984,0.227637
inv,1000,1001,1001,837,839,0.475679,0.276170
str,1000,1001,1001,990,995,0.362556,0.224510
weak,1000,1001,1001,988,992,0.355060,0.220950
