type,capacity,n,t_v1,t_v2,s_v1,s_v2,t_size_v1_div,t_size_v2_cut,s_sizev1_div,s_size_v2_cut,time_v1,time_v2,time_v1_div,time_v2_cut,time_original_prealloc,time_ks2_v1_1,time_ks2_v2_1,time_ks2_v1_1_div,time_ks2_v2_1_cut,res_original_alloc,resOpt_v1_1,resOpt_v2_1,resOpt_v1_1_div,resOpt_v2_1_cut
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003382,0.004719,0.002820,0.004087,0.002015,20308.112202,20308.112202,20308.112202,66181.459945,17282.298116
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.004121,0.004726,0.003147,0.004190,0.001891,16034.469321,16034.469321,16034.469321,58779.051969,12417.512131
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003194,0.004710,0.005802,0.005247,0.004088,21692.152828,21692.152828,21692.152828,71015.593649,18397.991772
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.006516,0.013416,0.003444,0.004817,0.003514,21469.106466,21469.106466,21469.106466,59168.547940,16788.582407
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.008033,0.007423,0.002961,0.004062,0.002374,21721.564766,21721.564766,21721.564766,73744.265240,17957.205202
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003905,0.006426,0.006206,0.007116,0.005602,19973.159397,19973.159397,19973.159397,65460.344149,16543.684810
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003281,0.004817,0.002832,0.007046,0.004269,17587.825623,17587.825623,17587.825623,63637.776827,13635.627844
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.004928,0.006512,0.002830,0.004176,0.001958,18695.813640,18695.813640,18695.813640,65149.977793,16142.429765
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.005750,0.005818,0.002852,0.004289,0.001972,16506.027106,16506.027106,16506.027106,74412.407012,14708.101387
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003264,0.006094,0.002994,0.005097,0.002249,16822.203888,16822.203888,16822.203888,57184.015201,14023.048302
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003225,0.005620,0.002925,0.004068,0.001917,20157.381496,20157.381496,20157.381496,72114.882204,15970.847123
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003259,0.004706,0.002822,0.004258,0.002224,18337.248939,18337.248939,18337.248939,60684.477274,14396.200830
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.004380,0.004794,0.002832,0.005035,0.001964,16529.084774,16529.084774,16529.084774,59171.913509,12572.722328
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003274,0.005672,0.004389,0.004657,0.002007,14583.848750,14583.848750,14583.848750,52040.364317,13027.442621
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.005021,0.005654,0.003708,0.004662,0.001938,21951.835621,21951.835621,21951.835621,65745.138711,16724.255251
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003254,0.005938,0.003122,0.004230,0.002052,17527.276682,17527.276682,17527.276682,56754.186428,13376.942257
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003213,0.004916,0.003108,0.004452,0.001947,16089.289330,16089.289330,16089.289330,53682.615031,13992.078584
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003703,0.004876,0.002814,0.004070,0.004387,20394.777993,20394.777993,20394.777993,66710.403836,19270.852316
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.005273,0.007629,0.003605,0.005775,0.002823,16506.772308,16506.772308,16506.772308,59773.077849,14420.039201
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003265,0.007141,0.006843,0.008583,0.001942,14662.653224,14662.653224,14662.653224,54863.538426,11740.756156
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003188,0.005079,0.002816,0.004063,0.002007,20979.169786,20979.169786,20979.169786,62557.294551,15826.292166
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003252,0.004642,0.002862,0.007281,0.003249,14465.462748,14465.462748,14465.462748,58969.375041,11985.804572
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.012202,0.005535,0.005464,0.009390,0.002213,17673.166667,17673.166667,17673.166667,72153.521322,14641.502303
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003247,0.004736,0.002820,0.012140,0.002965,21227.825521,21227.825521,21227.825521,60986.759077,17563.750439
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003205,0.004755,0.002824,0.004083,0.002838,22536.101436,22536.101436,22536.101436,71791.836244,17451.818437
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003350,0.004918,0.002922,0.004057,0.001944,18312.700439,18312.700439,18312.700439,61329.312707,14581.687964
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.007050,0.009687,0.003258,0.004115,0.002019,19846.932573,19846.932573,19846.932573,68273.691740,15331.224403
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003583,0.006183,0.002826,0.004629,0.001925,16559.819949,16559.819949,16559.819949,61374.429309,13113.979437
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003241,0.004985,0.002921,0.004039,0.001939,20116.782286,20116.782286,20116.782286,58242.688554,16471.083485
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.004103,0.004690,0.002777,0.004969,0.002313,20062.418939,20062.418939,20062.418939,72123.973831,15299.599857
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003281,0.004658,0.003799,0.004054,0.001934,19724.213892,19724.213892,19724.213892,62901.271396,15653.116518
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003757,0.005321,0.004479,0.008351,0.003518,15450.065038,15450.065038,15450.065038,54359.397900,11993.948503
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.004734,0.004906,0.002822,0.004767,0.001906,20469.878123,20469.878123,20469.878123,66898.568050,16223.839549
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003847,0.005865,0.002867,0.004118,0.001946,22061.413445,22061.413445,22061.413445,76189.155775,19447.967083
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003506,0.004669,0.003340,0.006193,0.001938,17515.110693,17515.110693,17515.110693,68211.209755,13203.278846
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003355,0.005066,0.002895,0.004347,0.003335,19676.416988,19676.416988,19676.416988,66055.321002,15480.003671
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003852,0.004815,0.002815,0.004174,0.001933,18222.068014,18222.068014,18222.068014,65337.231051,14016.328107
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003358,0.005011,0.002859,0.004159,0.001937,15732.539410,15732.539410,15732.539410,61577.158249,12762.622320
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003327,0.004756,0.002858,0.004065,0.002065,17594.068712,17594.068712,17594.068712,64332.461729,13581.058446
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003250,0.004636,0.002834,0.004039,0.003839,16127.017157,16127.017157,16127.017157,61742.439825,13448.065325
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003186,0.004803,0.002841,0.004036,0.001914,23245.019659,23245.019659,23245.019659,71605.069075,16566.311273
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003641,0.007568,0.002958,0.004431,0.002483,22159.815228,22159.815228,22159.815228,79791.187986,19984.494819
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.004187,0.005744,0.002815,0.004142,0.002091,20754.370144,20754.370144,20754.370144,57508.555906,15971.452298
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.004334,0.004717,0.004980,0.005111,0.001930,14803.216187,14803.216187,14803.216187,61383.515542,11849.914324
uncorr,5000,100,5001,5001,4211,4405,5001,5001,4970,2746,0.100795,0.064254,0.015151,0.064398,0.003991,0.004673,0.002878,0.006176,0.001925,21736.895390,21736.895390,21736.895390,71524.519502,17917.946370
